symbol,gvkey,total_score,years_covered,max_overlap_days,primary_permno,first_seen,last_seen
DGLY,162233,43,3,365,92521,2022-08-25,2024-12-31
DGX,64166,397,25,366,84373,1997-01-14,2024-12-31
DH,39476,58,4,365,21891,2021-09-15,2024-12-31
DHC,124046,60,5,365,87289,2020-01-02,2024-12-31
DHCNI,124046,60,5,365,87289,2020-01-02,2024-12-31
DHCNL,124046,60,5,365,87289,2020-01-02,2024-12-31
DHHC,37782,43,3,365,20780,2021-03-18,2023-03-30
DHHCU,37782,43,3,365,20780,2021-03-18,2023-03-30
DHI,25340,461,29,366,77661,1995-12-14,2024-12-31
DHIL,65235,333,21,366,86818,2001-05-09,2024-12-31
DHR,3735,342,23,366,49680,1984-09-26,2024-12-31
DHR-PA,3735,44,3,366,49680,2016-12-22,2024-12-31
DHR-PB,3735,311,21,366,49680,1984-09-26,2024-12-31
DHX,177943,148,10,366,92172,2015-04-21,2024-12-31
DIBS,38824,58,4,365,21529,2021-06-10,2024-12-31
DICE,39508,43,3,365,21926,2021-09-15,2023-08-08
DIDIY,38998,11,1,160,21374,2021-06-30,2022-06-10
DIN,24291,204,13,366,76732,2012-05-02,2024-12-31
DINO,5667,43,3,365,32803,2022-03-15,2024-12-31
DIOD,3969,354,24,366,44943,1968-01-02,2024-12-31
DIS,3980,87,6,366,26403,2016-12-19,2024-12-31
DISCA,164296,164,11,366,90805,2008-10-16,2022-04-08
DISCB,164296,192,13,366,90805,2008-10-16,2022-04-08
DISCK,164296,207,14,366,90805,2008-10-16,2022-04-08
DISH,60900,237,15,366,81696,2008-01-22,2023-12-29
DIT,61122,298,20,366,82171,1995-08-04,2024-12-31
DJCO,12568,414,26,366,10355,1987-04-08,2024-12-31
DK,166563,118,8,366,91215,2017-07-03,2024-12-31
DKDCA,38308,14,1,54,21532,2023-11-08,2024-06-19
DKL,12833,153,13,366,13681,2012-11-02,2024-12-31
DKNG,36404,44,3,365,18835,2022-05-05,2024-12-31
DKS,150139,179,12,366,89540,2004-06-10,2024-12-31
DLA,137432,204,15,366,88287,2000-07-03,2024-06-16
DLB,162354,267,18,366,90550,2005-02-17,2024-12-31
DLHC,12304,194,13,366,10257,2012-06-27,2024-12-31
DLPN,175299,116,8,365,17140,2017-12-21,2024-06-20
DLR,160991,237,20,366,90373,2004-10-29,2024-12-31
DLR-PJ,160991,214,18,366,90373,2004-10-29,2024-12-31
DLR-PK,160991,189,16,366,90373,2004-10-29,2024-12-31
DLR-PL,160991,166,14,366,90373,2004-10-29,2024-12-31
DLTH,26335,133,9,366,15837,2015-11-20,2024-12-31
DLTR,31587,252,17,366,81481,2008-03-03,2024-12-31
DLX,3863,381,24,366,61743,1988-05-17,2024-12-31
DM,37537,73,5,365,18719,2020-12-10,2024-12-31
DMAC,176992,74,7,365,18305,2018-12-07,2024-12-31
DMAQ,39647,44,3,365,22540,2021-12-02,2024-01-31
DMAQR,39647,44,3,365,22540,2021-12-02,2024-01-31
DMLP,4045,237,20,366,89695,2003-03-03,2024-12-31
DMRC,181290,180,12,366,92808,2010-10-15,2024-12-31
DMS,36748,46,4,365,17781,2020-07-16,2023-08-28
DMTK,20621,88,6,366,16880,2019-08-30,2024-06-26
DNA,39680,58,4,365,21102,2021-09-17,2024-08-19
DNA-WT,39680,58,4,365,21102,2021-09-17,2024-08-19
DNAY,38923,43,3,365,21538,2021-06-18,2024-05-08
DNB,4094,64,5,365,19495,2020-07-01,2024-12-31
DNLI,32775,105,7,366,17125,2017-12-08,2024-12-31
DNMR,37630,73,5,365,19388,2020-12-30,2024-11-12
DNN,64775,21,2,365,91928,2023-03-27,2024-12-31
DNOW,20235,162,11,366,14632,2014-06-02,2024-12-31
DNTH,33500,29,2,365,17892,2023-09-12,2024-12-31
DNUT,133767,51,4,365,21594,2021-07-01,2024-12-31
DO,61409,274,19,366,82298,1995-10-11,2024-09-03
DOC,13125,59,5,366,67598,2019-11-05,2024-03-03
DOCN,38188,59,4,365,20656,2021-03-24,2024-12-31
DOCS,38927,57,4,365,21357,2021-06-24,2024-12-31
DOCU,33301,103,7,366,17685,2018-04-27,2024-12-31
DOMA,39357,57,4,365,20354,2021-07-29,2024-09-26
DOMH,18738,58,4,365,18148,2020-03-13,2024-12-31
DOMO,33603,102,7,366,17876,2018-06-29,2024-12-31
DOOO,162870,22,2,250,18109,2018-09-14,2019-09-08
DOOR,20696,116,12,366,14177,2013-09-09,2024-05-14
DORM,23753,255,16,366,76582,2006-06-30,2024-12-31
DOUG,40417,59,4,365,22426,2021-12-30,2024-12-31
DOV,4058,415,28,366,25953,1974-07-01,2024-12-31
DOW,34443,89,6,366,18428,2019-04-02,2024-12-31
DOYU,35419,35,3,365,18836,2020-10-13,2024-12-31
DPRO,35894,12,1,365,21712,2021-07-30,2024-09-04
DPSI,179454,39,3,344,78690,2022-05-05,2024-06-20
DPW,64163,53,4,366,84302,2018-01-02,2021-01-18
DPZ,160211,311,21,366,90248,2004-07-13,2024-12-31
DQ,184155,119,10,366,12325,2012-12-21,2024-12-31
DRCT,40261,44,3,365,22772,2022-02-11,2024-12-31
DRD,201706,46,4,365,84072,2004-12-06,2024-12-31
DRE,13510,242,19,366,75341,1993-10-04,2022-09-30
DRH,160706,155,13,366,90680,2009-11-30,2024-12-31
DRH-PA,160706,202,17,366,90680,2006-06-30,2024-12-31
DRI,31846,388,26,366,81655,1995-05-30,2024-12-31
DRIO,17485,131,9,365,15961,2016-07-28,2024-12-31
DRMA,38993,57,4,365,21841,2021-08-13,2024-12-31
DRMAW,38993,57,4,365,21841,2021-08-13,2024-12-31
DRNA,19470,118,8,366,14426,2014-01-30,2021-12-27
DRQ,65671,380,24,366,85424,1997-10-23,2024-09-08
DRRX,140044,297,20,366,88626,2000-09-28,2024-12-31
DRS,38477,44,3,365,23517,2022-11-29,2024-12-31
DRTT,19267,73,5,366,19005,2019-10-09,2023-09-14
DRUG,38223,35,3,365,22298,2021-11-08,2024-12-31
DRVN,37751,58,4,365,20342,2021-01-15,2024-12-31
DS,147303,101,7,365,89548,2016-12-29,2022-12-30
DSGN,38441,59,4,365,20662,2021-03-26,2024-12-31
DSGR,6617,269,17,366,48961,1986-04-01,2024-12-31
DSGX,66326,103,8,366,86572,2004-06-10,2024-12-31
DSKE,24552,104,7,366,15654,2017-02-28,2024-04-01
DSP,37824,58,4,365,20469,2021-02-10,2024-12-31
DSPG,29722,254,16,366,80236,1994-02-11,2021-12-02
DSS,8867,69,6,366,87043,1999-08-04,2006-11-14
DT,35447,88,6,366,18886,2019-08-01,2024-12-31
DTB,3897,327,22,366,11674,1996-01-02,2024-12-31
DTC,39823,59,4,365,22089,2021-10-28,2024-12-31
DTE,3897,282,19,366,11674,1996-01-02,2024-12-31
DTEA,23557,60,5,366,15425,2015-06-05,2023-04-14
DTG,3897,194,13,366,11674,1996-01-02,2024-12-31
DTI,40224,15,1,365,22596,2023-06-21,2024-12-31
DTIL,34883,88,6,366,18458,2019-03-28,2024-12-31
DTJ,3897,15,1,365,11674,2014-02-03,2024-12-31
DTM,39041,59,4,365,21356,2021-07-01,2024-12-31
DTOC,38095,43,3,365,21035,2021-04-30,2023-09-20
DTOCU,38095,43,3,365,21035,2021-04-30,2023-09-20
DTP,3897,326,22,366,11674,1996-01-02,2024-12-31
DTSS,26415,102,7,366,18306,2018-12-19,2024-12-31
DTST,179363,58,4,365,21285,2021-05-14,2024-12-31
DTSTW,179363,58,4,365,21285,2021-05-14,2024-12-31
DTW,3897,237,16,366,11674,1996-01-02,2024-12-31
DUK,4093,268,18,366,27959,2006-04-03,2024-12-31
DUK-PA,4093,238,16,366,27959,2006-04-03,2024-12-31
DUKB,4093,120,8,366,27959,2006-04-03,2024-12-31
DUKH,4093,15,1,365,27959,2014-02-03,2024-12-31
DUNE,37525,43,3,365,20591,2021-02-19,2023-12-21
DUNEU,37525,43,3,365,20591,2021-02-19,2023-12-21
DUNEW,37525,43,3,365,20591,2021-02-19,2023-12-21
DUO,35762,56,5,366,19069,2019-11-01,2024-08-12
DUOL,39122,59,4,365,21614,2021-07-28,2024-12-31
DV,38412,59,4,365,20920,2021-04-21,2024-12-31
DVA,61483,266,17,366,82307,2000-10-09,2024-12-31
DVAX,141496,297,20,366,90029,2004-06-10,2024-12-31
DVCR,30175,110,7,366,80587,2013-03-18,2019-08-28
DVD,63708,238,15,366,84026,2002-04-01,2021-12-21
DVN,14934,290,20,366,87137,1999-08-18,2024-12-31
DWAC,38881,44,3,365,21927,2021-09-30,2024-03-25
DWACU,38881,44,3,365,21927,2021-09-30,2024-03-25
DWACW,38881,44,3,365,21927,2021-09-30,2024-03-25
DWIN,37482,28,2,337,20358,2021-01-29,2022-09-15
DWSN,3806,128,10,366,80912,2015-02-12,2024-12-31
DX,14403,247,21,366,75269,1997-04-28,2024-12-31
DX-PC,14403,188,16,366,75269,1997-04-28,2024-12-31
DXC,3336,116,8,365,40125,2017-07-13,2024-12-31
DXCM,162887,282,19,366,90664,2005-04-14,2024-12-31
DXF,32912,43,4,365,12367,2018-03-05,2023-07-24
DXLG,13381,176,12,366,11379,2013-02-25,2024-12-31
DXPE,64223,316,20,366,85176,1997-07-02,2024-12-31
DXR,3807,192,13,366,29058,1988-07-29,2019-08-01
DXYN,4001,393,25,366,10886,1997-05-02,2024-10-02
DY,4115,299,19,366,12008,1990-09-24,2024-12-31
DYAI,158055,101,7,366,90682,2005-05-26,2024-12-31
DYN,36911,74,5,365,19825,2020-09-17,2024-12-31
DYNS,38783,28,2,220,21286,2021-05-26,2022-06-08
DYNT,4124,318,20,366,31051,1994-04-25,2024-07-08
DYSL,4130,133,9,366,12486,2010-12-17,2019-08-07
DZSI,28071,73,5,365,89925,2020-08-31,2024-08-07
E,61616,127,10,366,82637,2004-06-10,2024-12-31
EA,16721,411,26,366,75828,1991-09-27,2024-12-31
EAF,61153,250,18,366,81925,2002-05-08,2024-12-31
EAR,37080,58,4,365,19958,2020-10-16,2024-02-15
EARN,17866,141,12,366,13894,2013-05-01,2024-12-31
EAST,18398,116,8,366,16887,2017-08-10,2024-12-31
EAT,3007,350,22,366,23297,1991-05-10,2024-12-31
EB,34076,103,7,366,18063,2018-10-29,2024-12-31
EBAY,114524,282,18,366,86356,1998-09-24,2024-07-31
EBBGF,6135,107,9,366,76932,2004-06-10,2024-12-31
EBBNF,6135,96,8,366,76932,2014-01-07,2024-12-31
EBC,36633,59,4,365,19854,2020-10-15,2024-12-31
EBET,38339,28,2,273,21036,2022-05-05,2023-10-01
EBF,4390,334,21,366,47511,1969-01-20,2024-12-31
EBGEF,6135,96,8,366,76932,2014-01-07,2024-12-31
EBIX,13480,324,22,366,11481,1999-10-27,2023-12-27
EBMT,133764,223,15,366,93368,2010-05-03,2024-12-31
EBR,201792,163,14,365,92802,2008-10-31,2024-12-31
EBR-B,201792,82,7,365,92802,2012-07-05,2024-12-31
EBS,176022,268,18,366,91571,2006-11-15,2024-12-31
EBSB,179298,117,8,366,92523,2014-07-29,2021-11-12
EBTC,118525,253,17,366,90590,2006-06-30,2024-12-31
EC,287882,156,13,366,92793,2008-09-18,2024-12-31
ECBK,40855,44,3,365,23223,2022-07-28,2024-12-31
ECDA,39998,29,2,365,23618,2023-12-13,2024-12-31
ECDAW,39998,29,2,365,23618,2023-12-13,2024-12-31
ECHO,179957,163,11,366,93079,2009-10-02,2021-11-22
ECIA,63122,26,2,205,83654,2004-06-10,2008-10-10
ECL,4213,378,24,366,70578,1986-12-10,2024-12-31
ECOL,1439,58,4,366,12758,2019-11-01,2022-04-29
ECOM,17811,133,9,366,13890,2013-05-23,2022-11-14
ECOR,33614,103,7,366,17877,2018-06-22,2024-12-31
ECPG,121815,315,20,366,87077,2004-06-10,2024-12-31
ECTE,65812,58,4,365,85572,2013-06-07,2016-07-11
ECVT,32285,58,4,365,16961,2021-08-03,2024-12-31
ED,3413,361,23,366,11404,1998-01-02,2024-12-31
EDAP,65189,116,9,366,85285,2004-06-10,2024-12-31
EDBL,40016,42,3,340,23109,2022-05-05,2024-12-31
EDBLW,40016,42,3,340,23109,2022-05-05,2024-12-31
EDIT,26874,133,9,366,15937,2016-02-03,2024-12-31
EDN,267054,119,10,366,91929,2007-04-26,2024-12-31
EDR,35245,58,4,365,20923,2021-04-29,2024-12-31
EDSA,35321,70,6,366,15854,2019-06-10,2024-12-31
EDTX,34119,42,3,342,18194,2018-10-17,2020-03-30
EDU,175442,129,11,366,91457,2007-11-28,2024-12-31
EDUC,4225,430,27,366,31668,1986-04-01,2024-12-31
EE,40560,44,3,365,22977,2022-04-13,2024-12-31
EEFT,64536,413,26,366,84606,1997-03-07,2024-12-31
EEX,30998,74,5,365,16660,2020-02-14,2024-12-31
EFBI,32238,42,3,353,16821,2017-07-21,2019-12-20
EFC,183902,69,6,366,12329,2019-03-04,2024-12-31
EFC-PA,183902,69,6,366,12329,2019-03-04,2024-12-31
EFC-PB,183902,69,6,366,12329,2019-03-04,2024-12-31
EFHT,39998,28,2,345,23618,2022-12-08,2023-12-12
EFHTW,39998,28,2,345,23618,2022-12-08,2023-12-12
EFOI,30614,234,16,366,80812,2007-05-09,2024-12-31
EFSC,117141,225,15,366,90591,2005-02-08,2024-12-31
EFSCP,117141,209,14,366,90591,2005-02-08,2024-12-31
EFSH,22362,39,3,181,23267,2022-08-03,2024-07-07
EFTR,39510,58,4,365,20843,2021-08-26,2024-07-02
EFTRW,39510,58,4,365,20843,2021-08-26,2024-07-02
EFX,4423,396,25,366,52476,1976-01-02,2024-12-31
EFXT,28903,12,1,365,23469,2022-10-13,2024-12-31
EGAN,124036,293,20,366,87227,1999-09-23,2024-12-31
EGBN,111721,382,24,366,87318,1999-10-06,2024-12-31
EGGF,38592,43,3,365,21628,2021-07-16,2023-12-27
EGHT,65021,235,16,366,85177,2001-07-19,2024-12-31
EGIO,177315,192,13,366,92097,2007-06-08,2024-02-29
EGLX,35666,11,1,299,21037,2021-04-21,2023-10-27
EGO,26539,82,7,366,89648,2004-06-10,2024-12-31
EGP,4193,295,25,366,85082,1997-06-11,2024-12-31
EGRX,19784,149,10,366,14456,2014-02-12,2024-10-02
EGY,27199,327,21,366,78841,1995-09-08,2024-12-31
EH,35832,35,3,365,19134,2020-02-06,2024-12-31
EHAB,41366,44,3,365,23129,2022-07-01,2024-12-31
EHC,12589,104,7,366,10693,2018-01-02,2024-12-31
EHTH,174389,194,13,366,91498,2008-06-23,2024-12-31
EIG,176591,194,13,366,91688,2008-06-18,2024-12-31
EIGR,27046,119,8,366,14423,2016-03-23,2024-01-07
EIX,9846,347,22,366,15720,1996-02-05,2024-12-31
EKSO,17727,132,9,365,16252,2016-08-09,2024-12-31
EL,61567,387,26,366,82642,1995-11-17,2024-12-31
ELA,12096,82,6,365,10028,2019-12-18,2024-12-31
ELAB,43386,14,1,330,24514,2023-11-21,2024-11-26
ELAN,33955,88,6,366,18062,2018-09-20,2024-12-31
ELAT,33955,88,6,366,18062,2018-09-20,2024-12-31
ELBM,15201,24,2,365,23015,2022-04-27,2024-12-31
ELDN,31301,59,4,365,14937,2021-01-05,2024-12-31
ELEV,39060,59,4,365,21539,2021-06-25,2024-12-31
ELF,27907,120,8,366,16318,2016-09-22,2024-12-31
ELMD,185125,208,15,366,12078,2010-08-13,2024-12-31
ELME,11301,161,13,366,52425,1971-05-07,2024-12-31
ELOX,32858,87,6,366,89411,2018-04-26,2023-10-13
ELP,64577,136,12,366,85237,2004-06-10,2024-12-31
ELS,27875,194,15,366,78947,2004-11-23,2024-12-31
ELSE,4275,383,24,366,32062,1982-11-01,2024-12-31
ELTP,106261,95,7,366,87580,2000-02-24,2009-05-20
ELTX,20307,15,1,365,20567,2023-06-02,2024-12-31
ELUT,36985,15,1,365,19947,2023-09-07,2024-12-31
ELV,145046,133,9,366,89179,2014-12-03,2024-12-31
ELVN,36204,28,2,311,19313,2023-02-24,2024-12-31
ELVT,26509,89,6,366,16659,2017-04-06,2023-02-27
ELWS,41892,22,2,229,24069,2023-07-25,2024-12-31
ELY,24978,332,21,366,77366,1992-02-28,2022-09-06
ELYM,39271,58,4,365,21842,2021-08-10,2024-10-02
EM,38538,24,2,365,21041,2021-04-01,2024-12-31
EMAN,114698,206,15,366,87658,2000-03-17,2023-10-17
EMAX,64113,46,3,365,84304,1996-12-12,1998-04-22
EMBC,41050,44,3,365,22879,2022-04-01,2024-12-31
EMCF,64193,163,11,366,93131,2009-11-06,2022-12-30
EME,6223,317,20,366,82694,1995-12-28,2024-12-31
EMKR,64637,282,19,366,84607,1997-03-06,2024-12-31
EML,4186,294,19,366,31480,1968-01-02,2024-12-31
EMMA,35472,14,1,54,16825,2019-07-18,2019-09-10
EMMS,15337,161,11,365,80297,1994-02-23,2020-05-13
EMN,29392,412,26,366,80080,1994-01-04,2024-12-31
EMR,4321,309,21,366,22103,1968-01-02,2024-12-31
EMX,107350,21,2,365,13180,2020-08-12,2024-12-31
ENB,6135,178,15,366,76932,2006-07-26,2024-12-31
ENBFF,6135,72,6,366,76932,2014-01-07,2024-12-31
ENBL,19273,94,8,366,14564,2014-07-15,2021-12-02
ENFA,37610,14,1,275,20787,2021-03-05,2021-12-05
ENFAU,37610,14,1,275,20787,2021-03-05,2021-12-05
ENFN,39684,58,4,365,22086,2021-10-21,2024-12-31
ENG,61971,279,19,366,86122,2004-06-10,2024-12-05
ENGN,40321,10,1,365,24566,2023-11-01,2024-12-31
ENIA,29039,12,1,365,79767,2017-02-09,2022-06-17
ENIC,27141,59,5,365,16034,2016-04-27,2024-12-31
ENJY,39908,28,2,188,20611,2021-10-18,2022-07-08
ENLAY,201794,11,1,205,87438,2004-06-10,2006-06-29
ENLC,19935,127,11,366,14505,2014-03-10,2024-12-31
ENOB,33155,88,6,366,18309,2018-12-10,2023-08-06
ENOV,179577,207,14,366,92648,2008-05-08,2024-12-31
ENPC,36951,37,3,365,20081,2020-11-06,2022-10-24
ENPH,187450,193,13,366,13323,2012-03-30,2024-12-31
ENR,23083,144,10,366,15400,2015-07-01,2024-12-31
ENS,160893,281,19,366,90249,2004-07-30,2024-12-31
ENSC,39160,56,4,339,17147,2021-07-02,2024-12-05
ENSCW,39160,56,4,339,17147,2021-07-02,2024-12-05
ENSG,178803,253,17,366,92432,2007-11-09,2024-12-31
ENSV,185323,151,11,366,15254,2014-03-10,2024-11-01
ENTA,16269,178,12,366,13825,2013-03-21,2024-12-31
ENTG,137573,310,21,366,88439,2000-07-11,2024-12-31
ENV,184576,191,13,366,11370,2010-07-29,2024-11-22
ENVA,189517,162,11,366,14960,2014-11-13,2024-12-31
ENVB,37640,57,4,365,82215,2021-03-19,2024-12-31
ENVIU,37744,14,1,278,20788,2021-03-29,2022-02-02
ENVX,39251,44,3,365,20452,2021-07-15,2024-06-20
ENZ,4418,282,18,366,33209,1988-07-07,2024-12-31
ENZN,4409,189,12,366,33137,1991-12-02,2016-05-19
EOG,16478,299,19,366,75825,1999-09-15,2024-12-31
EOLS,32919,104,7,366,17317,2018-02-08,2024-12-31
EOSE,37392,73,5,365,19416,2020-11-17,2024-12-31
EOSEW,37392,73,5,365,19416,2020-11-17,2024-12-31
EP,26028,41,3,365,22934,2022-03-08,2024-12-31
EPAC,1706,72,5,365,11581,2020-01-29,2024-12-31
EPAM,187697,192,13,366,13210,2012-02-08,2024-12-31
EPAY,118223,174,11,366,86717,1999-02-12,2022-05-12
EPC,133367,148,10,366,87659,2015-07-01,2024-12-31
EPD,112876,235,20,366,86223,1998-07-28,2024-12-31
EPIX,22964,106,9,366,15508,2015-07-09,2024-12-31
EPM,62626,209,14,366,83411,2006-07-17,2024-12-31
EPR,65710,167,13,366,85604,2012-11-12,2024-12-31
EPR-PC,65710,167,13,366,85604,2012-11-12,2024-12-31
EPR-PE,65710,167,13,366,85604,2012-11-12,2024-12-31
EPR-PG,65710,155,12,366,85604,2012-11-12,2024-12-31
EPRT,33684,71,6,365,17919,2018-06-21,2024-12-31
EPRX,38275,14,1,270,25020,2024-04-05,2024-12-31
EPSN,178674,59,5,366,18400,2019-02-19,2024-12-31
EPZM,17808,147,10,366,13924,2013-05-31,2022-08-11
EQ,34164,104,7,366,18195,2018-10-12,2024-12-31
EQBK,26347,147,10,366,15838,2015-11-11,2024-12-31
EQC,13579,130,11,366,70703,2014-08-01,2024-12-31
EQC-PD,13579,130,11,366,70703,2014-08-01,2024-12-31
EQFN,165513,58,4,366,15509,2015-07-09,2018-07-30
EQH,32767,73,5,365,17787,2020-01-14,2024-12-31
EQH-PA,32767,73,5,365,17787,2020-01-14,2024-12-31
EQH-PC,32767,73,5,365,17787,2020-01-14,2024-12-31
EQIX,138743,261,20,366,89617,2000-08-11,2024-12-31
EQNR,220546,58,5,365,89016,2018-05-17,2024-12-31
EQR,28733,270,21,366,79547,1993-08-12,2024-12-31
EQRX,38187,43,3,365,21277,2021-12-20,2023-11-08
EQS,25709,191,15,366,77895,1992-09-11,2024-12-31
EQT,4430,193,13,366,24328,2009-02-09,2024-12-31
EQTNP,34337,14,1,200,18150,2019-09-09,2024-07-19
EQX,18351,28,2,365,18926,2020-02-14,2024-12-31
ERAS,39198,58,4,365,21599,2021-07-16,2024-12-31
ERES,36775,57,4,365,19826,2020-09-14,2023-07-04
ERESU,36775,57,4,365,19826,2020-09-14,2023-07-04
ERF,20214,118,10,366,88818,2011-01-03,2024-05-30
ERIC,4439,178,14,366,33452,2004-06-10,2024-12-31
ERIE,61380,304,19,366,82486,1995-10-02,2024-12-31
ERII,179738,179,12,366,92753,2012-05-02,2024-12-31
ERJ,213288,131,11,366,88392,2010-12-14,2024-12-31
ERLFF,64517,21,2,365,90781,2017-05-12,2019-09-30
ERNA,38496,44,3,365,76963,2021-10-25,2024-12-31
ERO,32564,24,2,365,21388,2021-06-15,2024-12-31
ES,7970,130,9,365,44206,2015-02-19,2024-12-31
ESAB,41059,43,3,365,22880,2022-04-05,2024-12-31
ESBA,18850,120,11,366,14193,2013-10-11,2024-12-31
ESCA,4448,335,21,366,33532,1982-11-01,2024-12-31
ESE,23224,377,24,366,76478,2000-07-11,2024-12-31
ESI,315318,88,6,366,14406,2019-02-01,2024-12-31
ESLA,38535,15,1,365,21971,2023-10-02,2024-12-31
ESLAW,38535,15,1,365,21971,2023-10-02,2024-12-31
ESMC,25711,266,18,366,77892,1996-03-27,2016-11-17
ESMT,39526,44,3,365,22003,2021-09-23,2024-01-25
ESOA,174282,170,12,366,91522,2012-11-02,2024-12-31
ESP,4450,433,29,366,31691,1968-01-02,2024-12-31
ESPR,18162,178,12,366,13954,2013-06-26,2024-12-31
ESQ,31606,118,8,366,16784,2017-06-27,2024-12-31
ESRT,170714,143,12,366,14196,2013-10-02,2024-12-31
ESS,30293,310,24,366,80681,1994-06-07,2024-12-31
ESSA,176703,179,12,366,91959,2008-05-27,2024-07-31
ESTE,22671,172,12,366,17073,2011-12-20,2023-10-31
ESXB,174449,186,13,366,91446,2008-06-02,2021-12-03
ET,165649,151,13,366,91111,2011-06-10,2024-12-31
ET-PC,165649,94,8,366,91111,2014-05-20,2024-12-31
ET-PD,165649,106,9,366,91111,2006-06-30,2024-12-31
ET-PE,165649,197,17,366,91111,2006-06-30,2024-12-31
ETAC,36732,42,3,253,19827,2020-09-18,2022-09-02
ETACU,36732,42,3,253,19827,2020-09-18,2022-09-02
ETD,23252,410,26,366,79037,1993-03-16,2024-12-31
ETH,23252,37,3,365,79037,2006-06-30,2021-08-15
ETNB,35776,89,6,366,19070,2019-11-11,2024-12-31
ETON,33997,103,7,366,18257,2018-11-13,2024-12-31
ETR,7366,427,27,366,24010,1994-01-18,2024-12-31
ETRN,34337,102,7,366,18150,2018-11-13,2024-07-19
ETSY,23238,147,10,366,15291,2015-04-16,2024-12-31
ETTX,34016,72,5,366,18113,2018-10-29,2022-07-08
ETW,165225,23,2,365,90882,2017-12-26,2019-09-11
ETWO,36299,59,4,365,19454,2021-02-05,2024-12-31
ETWO-WT,36299,44,3,365,19454,2021-02-05,2024-12-31
EU,18017,21,2,343,23636,2023-01-23,2024-12-31
EVA,23296,29,2,365,15313,2022-01-03,2024-06-20
EVAX,37773,35,3,365,20593,2021-02-05,2024-12-31
EVBG,27874,131,9,366,16287,2016-09-16,2024-07-01
EVBN,65176,254,18,366,89038,2001-07-09,2024-12-31
EVC,137943,294,20,366,88485,2000-08-02,2024-12-31
EVCM,38924,58,4,365,21713,2021-07-01,2024-12-31
EVER,33694,103,7,366,17880,2018-06-28,2024-12-31
EVEX,37373,44,3,365,20464,2022-05-10,2024-12-31
EVEX-WT,37373,44,3,365,20464,2022-05-10,2024-12-31
EVFM,32961,73,5,366,15075,2018-01-18,2022-05-05
EVGO,39159,59,4,365,20072,2021-07-02,2024-12-31
EVGOW,39159,59,4,365,20072,2021-07-02,2024-12-31
EVH,23818,147,10,366,15452,2015-06-05,2024-12-31
EVI,7295,96,7,365,87437,2018-12-24,2024-12-31
EVK,165728,200,14,366,84185,2008-07-16,2022-12-23
EVLO,33444,88,6,366,17811,2018-05-09,2023-06-29
EVLV,39280,59,4,365,19838,2021-07-19,2024-12-31
EVLVW,39280,59,4,365,19838,2021-07-19,2024-12-31
EVO,232623,47,4,365,92683,2008-05-09,2024-12-31
EVOK,18173,177,12,366,14158,2013-09-25,2024-07-31
EVOL,110529,281,19,366,86062,1998-05-12,2022-04-22
EVOP,33533,74,5,366,17790,2018-06-27,2023-03-23
EVR,174744,238,16,366,91413,2006-10-03,2024-12-31
EVRG,6338,103,7,366,24053,2018-06-05,2024-12-31
EVRI,163678,133,9,366,90885,2015-08-24,2024-12-31
EVTV,38407,44,3,365,16773,2022-07-06,2024-12-31
EW,133366,266,18,366,87657,2000-04-03,2024-12-31
EWBC,118042,366,23,366,86719,1999-07-01,2024-12-31
EWCZ,39365,59,4,365,21843,2021-08-05,2024-12-31
EWTX,38467,58,4,365,20791,2021-03-26,2024-12-31
EXAI,39636,34,3,365,22203,2021-10-01,2024-11-19
EXAS,141277,236,16,366,88863,2001-01-31,2024-12-31
EXC,8539,323,22,366,21776,2000-10-17,2024-12-31
EXEL,133885,236,16,366,88159,2000-04-11,2024-12-31
EXFO,137377,72,6,366,88340,2010-03-08,2021-08-27
EXFY,39895,59,4,365,22266,2021-11-10,2024-12-31
EXK,107245,23,2,365,91689,2011-03-14,2024-12-31
EXLS,162449,223,15,366,91500,2009-04-21,2024-12-31
EXOD,39661,13,1,13,25916,2024-12-18,2024-12-31
EXP,30032,269,18,366,80415,2004-06-10,2024-12-31
EXPD,4494,381,24,366,87717,1984-09-26,2024-12-31
EXPE,126296,265,18,366,90808,2005-08-09,2024-12-31
EXPI,18875,103,7,366,17812,2018-05-21,2024-12-31
EXPO,23027,365,23,366,76261,1998-03-09,2024-12-31
EXPR,184323,177,12,366,93373,2010-05-13,2023-08-30
EXR,160479,225,19,366,90305,2004-08-12,2024-12-31
EXTN,23864,118,8,366,15710,2015-11-04,2022-10-12
EXTR,119574,394,25,366,86822,1999-04-09,2024-12-31
EYE,32574,119,8,366,16971,2017-10-26,2024-12-31
EYEG,21282,102,7,366,15510,2015-07-31,2021-11-07
EYEN,32861,104,7,366,17263,2018-03-16,2024-12-31
EYES,21421,118,8,366,15062,2014-11-19,2022-08-18
EYPT,253527,103,7,365,90542,2018-04-02,2024-12-31
EZFL,38932,57,4,365,21930,2021-09-15,2024-06-16
EZPW,24430,364,23,366,76798,1991-08-27,2024-12-31
F,4839,386,26,366,25785,1968-01-02,2024-12-31
F-PB,4839,283,19,366,25785,2004-06-10,2024-12-31
F-PC,4839,193,13,366,25785,2004-06-10,2024-12-31
F-PD,4839,44,3,365,25785,2004-06-10,2024-12-31
FA,39048,58,4,365,21352,2021-06-23,2024-12-31
FAF,184899,192,13,366,93374,2010-06-02,2024-12-31
